jurisdiction,vaccine,week,first_dose,second_dose
Wisconsin,Pfizer,2020-12-21,35100,35100
Wisconsin,Pfizer,2020-12-28,44850,44850
Wisconsin,Pfizer,2021-01-04,35100,35100
Wisconsin,Pfizer,2021-01-11,35100,35100
Wisconsin,Pfizer,2021-01-18,37050,37050
Wisconsin,Pfizer,2021-01-25,37050,37050
Wisconsin,Pfizer,2021-02-01,36075,36075
Wisconsin,Pfizer,2021-02-08,37050,37050
Wisconsin,Pfizer,2021-02-15,37050,37050
Wisconsin,Pfizer,2021-02-22,58500,58500
Wisconsin,Pfizer,2021-03-01,66690,66690
Wisconsin,Pfizer,2021-03-08,72540,72540
Wisconsin,Pfizer,2021-03-15,78390,78390
Wisconsin,Pfizer,2021-03-22,79560,79560
Wisconsin,Pfizer,2021-03-29,97110,97110
Wisconsin,Pfizer,2021-04-05,79560,79560
Wisconsin,Pfizer,2021-04-12,80730,80730
Wisconsin,Pfizer,2021-04-19,86580,86580
Wisconsin,Pfizer,2021-04-26,86580,86580
Wisconsin,Pfizer,2021-05-03,86580,86580
Wisconsin,Pfizer,2021-05-10,86580,86580
Wisconsin,Pfizer,2021-05-17,86580,86580
Wisconsin,Pfizer,2021-05-24,86580,86580
Wisconsin,Pfizer,2021-05-31,85680,85680
Wyoming,Janssen,2021-03-01,4800,NA
Wyoming,Janssen,2021-03-15,700,NA
Wyoming,Janssen,2021-03-22,700,NA
Wyoming,Janssen,2021-03-29,3400,NA
Wyoming,Janssen,2021-04-05,8500,NA
Wyoming,Janssen,2021-04-12,1000,NA
Wyoming,Janssen,2021-05-03,1300,NA
Wyoming,Janssen,2021-05-10,1000,NA
Wyoming,Moderna,2020-12-21,10000,10000
Wyoming,Moderna,2020-12-28,3500,3500
Wyoming,Moderna,2021-01-04,3500,3500
Wyoming,Moderna,2021-01-11,3500,3500
Wyoming,Moderna,2021-01-18,3700,3700
Wyoming,Moderna,2021-01-25,3700,3700
Wyoming,Moderna,2021-02-01,4800,4800
Wyoming,Moderna,2021-02-08,5300,5300
Wyoming,Moderna,2021-02-15,5700,5700
Wyoming,Moderna,2021-02-22,5700,5700
Wyoming,Moderna,2021-03-01,5700,5700
Wyoming,Moderna,2021-03-08,5700,5700
Wyoming,Moderna,2021-03-15,5700,5700
Wyoming,Moderna,2021-03-22,5700,5700
Wyoming,Moderna,2021-03-29,5700,5700
Wyoming,Moderna,2021-04-05,5900,5900
Wyoming,Moderna,2021-04-12,5900,5900
Wyoming,Moderna,2021-04-19,6400,6400
Wyoming,Moderna,2021-04-26,6400,6400
Wyoming,Moderna,2021-05-03,6400,6400
Wyoming,Moderna,2021-05-10,6600,6600
Wyoming,Moderna,2021-05-17,6640,6640
Wyoming,Moderna,2021-05-24,6640,6640
Wyoming,Moderna,2021-05-31,6440,6440
Wyoming,Pfizer,2020-12-14,4875,4875
Wyoming,Pfizer,2020-12-21,3900,3900
Wyoming,Pfizer,2020-12-28,4875,4875
Wyoming,Pfizer,2021-01-04,3900,3900
Wyoming,Pfizer,2021-01-11,3900,3900
Wyoming,Pfizer,2021-01-18,3900,3900
Wyoming,Pfizer,2021-01-25,3900,3900
Wyoming,Pfizer,2021-02-01,3900,3900
Wyoming,Pfizer,2021-02-08,3900,3900
Wyoming,Pfizer,2021-02-15,3900,3900
Wyoming,Pfizer,2021-02-22,5850,5850
Wyoming,Pfizer,2021-03-01,7020,7020
Wyoming,Pfizer,2021-03-08,8190,8190
Wyoming,Pfizer,2021-03-15,8190,8190
Wyoming,Pfizer,2021-03-22,8190,8190
Wyoming,Pfizer,2021-03-29,10530,10530
Wyoming,Pfizer,2021-04-05,8190,8190
Wyoming,Pfizer,2021-04-12,8190,8190
Wyoming,Pfizer,2021-04-19,9360,9360
Wyoming,Pfizer,2021-04-26,9360,9360
Wyoming,Pfizer,2021-05-03,9360,9360
Wyoming,Pfizer,2021-05-10,9360,9360
Wyoming,Pfizer,2021-05-17,9360,9360
Wyoming,Pfizer,2021-05-24,9360,9360
Wyoming,Pfizer,2021-05-31,9450,9450
