jurisdiction,vaccine,week,first_dose,second_dose
Kansas,Pfizer,2021-05-17,42120,42120
Kansas,Pfizer,2021-05-24,42120,42120
Kansas,Pfizer,2021-05-31,42390,42390
Kentucky,Janssen,2021-03-01,36500,NA
Kentucky,Janssen,2021-03-15,5100,NA
Kentucky,Janssen,2021-03-22,5100,NA
Kentucky,Janssen,2021-03-29,25700,NA
Kentucky,Janssen,2021-04-05,65300,NA
Kentucky,Janssen,2021-04-12,7800,NA
Kentucky,Janssen,2021-05-03,10100,NA
Kentucky,Janssen,2021-05-10,7800,NA
Kentucky,Moderna,2020-12-21,76700,76700
Kentucky,Moderna,2020-12-28,26500,26500
Kentucky,Moderna,2021-01-04,26400,26400
Kentucky,Moderna,2021-01-11,26500,26500
Kentucky,Moderna,2021-01-18,27900,27900
Kentucky,Moderna,2021-01-25,27900,27900
Kentucky,Moderna,2021-02-01,36700,36700
Kentucky,Moderna,2021-02-08,40200,40200
Kentucky,Moderna,2021-02-15,43400,43400
Kentucky,Moderna,2021-02-22,43400,43400
Kentucky,Moderna,2021-03-01,43400,43400
Kentucky,Moderna,2021-03-08,43400,43400
Kentucky,Moderna,2021-03-15,43400,43400
Kentucky,Moderna,2021-03-22,43400,43400
Kentucky,Moderna,2021-03-29,43400,43400
Kentucky,Moderna,2021-04-05,45300,45300
Kentucky,Moderna,2021-04-12,45300,45300
Kentucky,Moderna,2021-04-19,48900,48900
Kentucky,Moderna,2021-04-26,48900,48900
Kentucky,Moderna,2021-05-03,48900,48900
Kentucky,Moderna,2021-05-10,50000,50000
Kentucky,Moderna,2021-05-17,49960,49960
Kentucky,Moderna,2021-05-24,49960,49960
Kentucky,Moderna,2021-05-31,48860,48860
Kentucky,Pfizer,2020-12-14,38025,38025
Kentucky,Pfizer,2020-12-21,27300,27300
Kentucky,Pfizer,2020-12-28,34125,34125
Kentucky,Pfizer,2021-01-04,27300,27300
Kentucky,Pfizer,2021-01-11,27300,27300
Kentucky,Pfizer,2021-01-18,28275,28275
Kentucky,Pfizer,2021-01-25,28275,28275
Kentucky,Pfizer,2021-02-01,28275,28275
Kentucky,Pfizer,2021-02-08,28275,28275
Kentucky,Pfizer,2021-02-15,28275,28275
Kentucky,Pfizer,2021-02-22,44460,44460
Kentucky,Pfizer,2021-03-01,50310,50310
Kentucky,Pfizer,2021-03-08,54990,54990
Kentucky,Pfizer,2021-03-15,59670,59670
Kentucky,Pfizer,2021-03-22,60840,60840
Kentucky,Pfizer,2021-03-29,73710,73710
Kentucky,Pfizer,2021-04-05,60840,60840
Kentucky,Pfizer,2021-04-12,62010,62010
Kentucky,Pfizer,2021-04-19,66690,66690
Kentucky,Pfizer,2021-04-26,66690,66690
Kentucky,Pfizer,2021-05-03,66690,66690
Kentucky,Pfizer,2021-05-10,66690,66690
Kentucky,Pfizer,2021-05-17,66690,66690
Kentucky,Pfizer,2021-05-24,66690,66690
Kentucky,Pfizer,2021-05-31,65880,65880
Louisiana,Janssen,2021-03-01,37900,NA
Louisiana,Janssen,2021-03-15,5200,NA
Louisiana,Janssen,2021-03-22,5200,NA
Louisiana,Janssen,2021-03-29,26600,NA
Louisiana,Janssen,2021-04-05,67700,NA
Louisiana,Janssen,2021-04-12,8000,NA
Louisiana,Janssen,2021-05-03,10400,NA
Louisiana,Janssen,2021-05-10,8000,NA
Louisiana,Moderna,2020-12-21,79500,79500
Louisiana,Moderna,2020-12-28,27500,27500
Louisiana,Moderna,2021-01-04,27400,27400
Louisiana,Moderna,2021-01-11,27500,27500
Louisiana,Moderna,2021-01-18,28900,28900
Louisiana,Moderna,2021-01-25,28900,28900
Louisiana,Moderna,2021-02-01,38100,38100
Louisiana,Moderna,2021-02-08,41600,41600
Louisiana,Moderna,2021-02-15,45000,45000
Louisiana,Moderna,2021-02-22,45000,45000
Louisiana,Moderna,2021-03-01,45000,45000
Louisiana,Moderna,2021-03-08,45000,45000
Louisiana,Moderna,2021-03-15,45000,45000
Louisiana,Moderna,2021-03-22,45000,45000
Louisiana,Moderna,2021-03-29,45000,45000
Louisiana,Moderna,2021-04-05,47000,47000
Louisiana,Moderna,2021-04-12,47000,47000
Louisiana,Moderna,2021-04-19,50700,50700
Louisiana,Moderna,2021-04-26,50700,50700
Louisiana,Moderna,2021-05-03,50700,50700
Louisiana,Moderna,2021-05-10,51900,51900
Louisiana,Moderna,2021-05-17,51880,51880
Louisiana,Moderna,2021-05-24,51880,51880
Louisiana,Moderna,2021-05-31,50680,50680
Louisiana,Pfizer,2020-12-14,39000,39000
Louisiana,Pfizer,2020-12-21,28275,28275
Louisiana,Pfizer,2020-12-28,36075,36075
Louisiana,Pfizer,2021-01-04,28275,28275
Louisiana,Pfizer,2021-01-11,28275,28275
Louisiana,Pfizer,2021-01-18,29250,29250
Louisiana,Pfizer,2021-01-25,29250,29250
Louisiana,Pfizer,2021-02-01,29250,29250
Louisiana,Pfizer,2021-02-08,29250,29250
Louisiana,Pfizer,2021-02-15,29250,29250
Louisiana,Pfizer,2021-02-22,45630,45630
Louisiana,Pfizer,2021-03-01,52650,52650
Louisiana,Pfizer,2021-03-08,57330,57330
Louisiana,Pfizer,2021-03-15,62010,62010
Louisiana,Pfizer,2021-03-22,62010,62010
Louisiana,Pfizer,2021-03-29,77220,77220
Louisiana,Pfizer,2021-04-05,62010,62010
Louisiana,Pfizer,2021-04-12,64350,64350
Louisiana,Pfizer,2021-04-19,69030,69030
Louisiana,Pfizer,2021-04-26,69030,69030
Louisiana,Pfizer,2021-05-03,69030,69030
Louisiana,Pfizer,2021-05-10,69030,69030
Louisiana,Pfizer,2021-05-17,69030,69030
Louisiana,Pfizer,2021-05-24,69030,69030
Louisiana,Pfizer,2021-05-31,69120,69120
Maine,Janssen,2021-03-01,11500,NA
Maine,Janssen,2021-03-15,1600,NA
Maine,Janssen,2021-03-22,1600,NA
Maine,Janssen,2021-03-29,8100,NA
Maine,Janssen,2021-04-05,20600,NA
Maine,Janssen,2021-04-12,2500,NA
Maine,Janssen,2021-05-03,3200,NA
Maine,Janssen,2021-05-10,2500,NA
Maine,Moderna,2020-12-21,24200,24200
Maine,Moderna,2020-12-28,8400,8400
Maine,Moderna,2021-01-04,8300,8300
Maine,Moderna,2021-01-11,8400,8400
Maine,Moderna,2021-01-18,8800,8800
Maine,Moderna,2021-01-25,8800,8800
Maine,Moderna,2021-02-01,11600,11600
Maine,Moderna,2021-02-08,12700,12700
Maine,Moderna,2021-02-15,13700,13700
Maine,Moderna,2021-02-22,13700,13700
Maine,Moderna,2021-03-01,13700,13700
Maine,Moderna,2021-03-08,13700,13700
Maine,Moderna,2021-03-15,13700,13700
Maine,Moderna,2021-03-22,13700,13700
Maine,Moderna,2021-03-29,13700,13700
Maine,Moderna,2021-04-05,14300,14300
Maine,Moderna,2021-04-12,14300,14300
Maine,Moderna,2021-04-19,15400,15400
Maine,Moderna,2021-04-26,15400,15400
Maine,Moderna,2021-05-03,15400,15400
Maine,Moderna,2021-05-10,15800,15800
Maine,Moderna,2021-05-17,15800,15800
Maine,Moderna,2021-05-24,15800,15800
Maine,Moderna,2021-05-31,15400,15400
Maine,Pfizer,2020-12-14,12675,12675
Maine,Pfizer,2020-12-21,8775,8775
Maine,Pfizer,2020-12-28,10725,10725
Maine,Pfizer,2021-01-04,8775,8775
Maine,Pfizer,2021-01-11,8775,8775
Maine,Pfizer,2021-01-18,8775,8775
Maine,Pfizer,2021-01-25,8775,8775
Maine,Pfizer,2021-02-01,8775,8775
Maine,Pfizer,2021-02-08,8775,8775
Maine,Pfizer,2021-02-15,8775,8775
Maine,Pfizer,2021-02-22,14040,14040
Maine,Pfizer,2021-03-01,16380,16380
Maine,Pfizer,2021-03-08,17550,17550
Maine,Pfizer,2021-03-15,18720,18720
Maine,Pfizer,2021-03-22,19890,19890
Maine,Pfizer,2021-03-29,23400,23400
Maine,Pfizer,2021-04-05,19890,19890
Maine,Pfizer,2021-04-12,19890,19890
Maine,Pfizer,2021-04-19,21060,21060
Maine,Pfizer,2021-04-26,21060,21060
Maine,Pfizer,2021-05-03,21060,21060
Maine,Pfizer,2021-05-10,21060,21060
Maine,Pfizer,2021-05-17,21060,21060
Maine,Pfizer,2021-05-24,21060,21060
Maine,Pfizer,2021-05-31,21420,21420
Mariana Islands,Janssen,2021-03-01,400,NA
Mariana Islands,Janssen,2021-03-15,100,NA
Mariana Islands,Janssen,2021-03-22,100,NA
Mariana Islands,Janssen,2021-03-29,400,NA
Mariana Islands,Janssen,2021-04-05,1600,NA
Mariana Islands,Janssen,2021-04-12,0,NA
Mariana Islands,Janssen,2021-05-03,0,NA
Mariana Islands,Janssen,2021-05-10,0,NA
Mariana Islands,Moderna,2020-12-21,2600,0
Mariana Islands,Moderna,2020-12-28,0,0
Mariana Islands,Moderna,2021-01-04,2400,0
Mariana Islands,Moderna,2021-01-11,0,0
Mariana Islands,Moderna,2021-01-18,0,0
Mariana Islands,Moderna,2021-01-25,0,0
Mariana Islands,Moderna,2021-02-01,3200,0
Mariana Islands,Moderna,2021-02-08,0,0
Mariana Islands,Moderna,2021-02-15,0,0
Mariana Islands,Moderna,2021-02-22,0,0
Mariana Islands,Moderna,2021-03-01,4600,0
Mariana Islands,Moderna,2021-03-08,0,0
Mariana Islands,Moderna,2021-03-15,0,0
Mariana Islands,Moderna,2021-03-22,0,0
Mariana Islands,Moderna,2021-03-29,5000,0
Mariana Islands,Moderna,2021-04-05,0,0
Mariana Islands,Moderna,2021-04-12,0,0
Mariana Islands,Moderna,2021-04-19,0,0
Mariana Islands,Moderna,2021-04-26,0,0
Mariana Islands,Moderna,2021-05-03,0,0
Mariana Islands,Moderna,2021-05-10,0,0
Mariana Islands,Moderna,2021-05-17,0,0
Mariana Islands,Moderna,2021-05-24,0,0
Mariana Islands,Moderna,2021-05-31,0,0
Mariana Islands,Pfizer,2020-12-14,5850,0
Mariana Islands,Pfizer,2020-12-21,0,0
Mariana Islands,Pfizer,2020-12-28,0,0
Mariana Islands,Pfizer,2021-01-04,7800,0
Mariana Islands,Pfizer,2021-01-11,0,0
Mariana Islands,Pfizer,2021-01-18,0,0
Mariana Islands,Pfizer,2021-01-25,0,0
Mariana Islands,Pfizer,2021-02-01,7800,0
Mariana Islands,Pfizer,2021-02-08,0,0
Mariana Islands,Pfizer,2021-02-15,0,0
Mariana Islands,Pfizer,2021-02-22,0,0
Mariana Islands,Pfizer,2021-03-01,9360,0
Mariana Islands,Pfizer,2021-03-08,0,0
Mariana Islands,Pfizer,2021-03-15,0,0
Mariana Islands,Pfizer,2021-03-22,0,0
Mariana Islands,Pfizer,2021-03-29,11700,0
Mariana Islands,Pfizer,2021-04-05,0,0
Mariana Islands,Pfizer,2021-04-12,0,0
Mariana Islands,Pfizer,2021-04-19,0,0
Mariana Islands,Pfizer,2021-04-26,0,0
Mariana Islands,Pfizer,2021-05-03,0,0
Mariana Islands,Pfizer,2021-05-10,0,0
Mariana Islands,Pfizer,2021-05-17,0,0
Mariana Islands,Pfizer,2021-05-24,0,0
Mariana Islands,Pfizer,2021-05-31,0,0
Marshall Islands,Janssen,2021-03-01,600,NA
Marshall Islands,Janssen,2021-03-15,100,NA
Marshall Islands,Janssen,2021-03-22,100,NA
Marshall Islands,Janssen,2021-03-29,400,NA
Marshall Islands,Janssen,2021-04-05,9600,NA
Marshall Islands,Janssen,2021-04-12,0,NA
Marshall Islands,Janssen,2021-05-03,0,NA
Marshall Islands,Janssen,2021-05-10,0,NA
Marshall Islands,Moderna,2020-12-21,7200,0
Marshall Islands,Moderna,2020-12-28,0,0
Marshall Islands,Moderna,2021-01-04,6400,0
Marshall Islands,Moderna,2021-01-11,0,0
Marshall Islands,Moderna,2021-01-18,0,0
Marshall Islands,Moderna,2021-01-25,0,0
Marshall Islands,Moderna,2021-02-01,6600,0
Marshall Islands,Moderna,2021-02-08,0,0
Marshall Islands,Moderna,2021-02-15,0,0
Marshall Islands,Moderna,2021-02-22,0,0
Marshall Islands,Moderna,2021-03-01,14000,0
Marshall Islands,Moderna,2021-03-08,0,0
Marshall Islands,Moderna,2021-03-15,0,0
Marshall Islands,Moderna,2021-03-22,0,0
Marshall Islands,Moderna,2021-03-29,16800,0
Marshall Islands,Moderna,2021-04-05,0,0
Marshall Islands,Moderna,2021-04-12,0,0
Marshall Islands,Moderna,2021-04-19,0,0
Marshall Islands,Moderna,2021-04-26,0,0
Marshall Islands,Moderna,2021-05-03,0,0
Marshall Islands,Moderna,2021-05-10,0,0
Marshall Islands,Moderna,2021-05-17,0,0
Marshall Islands,Moderna,2021-05-24,0,0
Marshall Islands,Moderna,2021-05-31,0,0
Marshall Islands,Pfizer,2020-12-14,0,0
Marshall Islands,Pfizer,2020-12-21,0,0
Marshall Islands,Pfizer,2020-12-28,0,0
Marshall Islands,Pfizer,2021-01-04,0,0
Marshall Islands,Pfizer,2021-01-11,0,0
Marshall Islands,Pfizer,2021-01-18,0,0
Marshall Islands,Pfizer,2021-01-25,0,0
Marshall Islands,Pfizer,2021-02-01,0,0
Marshall Islands,Pfizer,2021-02-08,0,0
Marshall Islands,Pfizer,2021-02-15,0,0
Marshall Islands,Pfizer,2021-02-22,0,0
Marshall Islands,Pfizer,2021-03-01,0,0
Marshall Islands,Pfizer,2021-03-08,0,0
Marshall Islands,Pfizer,2021-03-15,0,0
Marshall Islands,Pfizer,2021-03-22,0,0
Marshall Islands,Pfizer,2021-03-29,0,0
Marshall Islands,Pfizer,2021-04-05,0,0
Marshall Islands,Pfizer,2021-04-12,0,0
Marshall Islands,Pfizer,2021-04-19,0,0
Marshall Islands,Pfizer,2021-04-26,0,0
Marshall Islands,Pfizer,2021-05-03,0,0
Marshall Islands,Pfizer,2021-05-10,0,0
Marshall Islands,Pfizer,2021-05-17,0,0
Marshall Islands,Pfizer,2021-05-24,0,0
Marshall Islands,Pfizer,2021-05-31,0,0
Maryland,Janssen,2021-03-01,49600,NA
Maryland,Janssen,2021-03-15,6900,NA
Maryland,Janssen,2021-03-22,6900,NA
Maryland,Janssen,2021-03-29,34900,NA
Maryland,Janssen,2021-04-05,88800,NA
Maryland,Janssen,2021-04-12,10500,NA
Maryland,Janssen,2021-05-03,13600,NA
Maryland,Janssen,2021-05-10,10500,NA
Maryland,Moderna,2020-12-21,104300,104300
Maryland,Moderna,2020-12-28,36000,36000
Maryland,Moderna,2021-01-04,35900,35900
Maryland,Moderna,2021-01-11,36000,36000
Maryland,Moderna,2021-01-18,37800,37800
Maryland,Moderna,2021-01-25,37800,37800
Maryland,Moderna,2021-02-01,49900,49900
Maryland,Moderna,2021-02-08,54600,54600
Maryland,Moderna,2021-02-15,59000,59000
Maryland,Moderna,2021-02-22,59000,59000
Maryland,Moderna,2021-03-01,59000,59000
Maryland,Moderna,2021-03-08,59000,59000
Maryland,Moderna,2021-03-15,59000,59000
Maryland,Moderna,2021-03-22,59000,59000
Maryland,Moderna,2021-03-29,59000,59000
Maryland,Moderna,2021-04-05,61600,61600
Maryland,Moderna,2021-04-12,61600,61600
Maryland,Moderna,2021-04-19,66500,66500
Maryland,Moderna,2021-04-26,66500,66500
Maryland,Moderna,2021-05-03,66500,66500
Maryland,Moderna,2021-05-10,68000,68000
Maryland,Moderna,2021-05-17,68000,68000
Maryland,Moderna,2021-05-24,68000,68000
Maryland,Moderna,2021-05-31,66500,66500
Maryland,Pfizer,2020-12-14,50700,50700
Maryland,Pfizer,2020-12-21,36075,36075
Maryland,Pfizer,2020-12-28,46800,46800
Maryland,Pfizer,2021-01-04,36075,36075
Maryland,Pfizer,2021-01-11,36075,36075
Maryland,Pfizer,2021-01-18,38025,38025
Maryland,Pfizer,2021-01-25,38025,38025
Maryland,Pfizer,2021-02-01,38025,38025
Maryland,Pfizer,2021-02-08,38025,38025
Maryland,Pfizer,2021-02-15,38025,38025
Maryland,Pfizer,2021-02-22,59670,59670
Maryland,Pfizer,2021-03-01,69030,69030
Maryland,Pfizer,2021-03-08,74880,74880
Maryland,Pfizer,2021-03-15,80730,80730
Maryland,Pfizer,2021-03-22,81900,81900
Maryland,Pfizer,2021-03-29,100620,100620
Maryland,Pfizer,2021-04-05,81900,81900
Maryland,Pfizer,2021-04-12,83070,83070
Maryland,Pfizer,2021-04-19,90090,90090
Maryland,Pfizer,2021-04-26,90090,90090
Maryland,Pfizer,2021-05-03,90090,90090
Maryland,Pfizer,2021-05-10,90090,90090
Maryland,Pfizer,2021-05-17,90090,90090
Maryland,Pfizer,2021-05-24,90090,90090
Maryland,Pfizer,2021-05-31,89370,89370
Massachusetts,Janssen,2021-03-01,58100,NA
Massachusetts,Janssen,2021-03-15,8000,NA
Massachusetts,Janssen,2021-03-22,8000,NA
Massachusetts,Janssen,2021-03-29,40800,NA
Massachusetts,Janssen,2021-04-05,103800,NA
Massachusetts,Janssen,2021-04-12,12300,NA
Massachusetts,Janssen,2021-05-03,16000,NA
Massachusetts,Janssen,2021-05-10,12300,NA
Massachusetts,Moderna,2020-12-21,121900,121900
Massachusetts,Moderna,2020-12-28,42100,42100
Massachusetts,Moderna,2021-01-04,42000,42000
Massachusetts,Moderna,2021-01-11,42100,42100
Massachusetts,Moderna,2021-01-18,44300,44300
Massachusetts,Moderna,2021-01-25,44300,44300
Massachusetts,Moderna,2021-02-01,58400,58400
Massachusetts,Moderna,2021-02-08,63800,63800
Massachusetts,Moderna,2021-02-15,69000,69000
Massachusetts,Moderna,2021-02-22,69000,69000
Massachusetts,Moderna,2021-03-01,69000,69000
Massachusetts,Moderna,2021-03-08,69000,69000
Massachusetts,Moderna,2021-03-15,69000,69000
Massachusetts,Moderna,2021-03-22,69000,69000
Massachusetts,Moderna,2021-03-29,69000,69000
Massachusetts,Moderna,2021-04-05,72100,72100
Massachusetts,Moderna,2021-04-12,72100,72100
Massachusetts,Moderna,2021-04-19,77700,77700
Massachusetts,Moderna,2021-04-26,77700,77700
Massachusetts,Moderna,2021-05-03,77700,77700
Massachusetts,Moderna,2021-05-10,79500,79500
Massachusetts,Moderna,2021-05-17,79500,79500
Massachusetts,Moderna,2021-05-24,79500,79500
Massachusetts,Moderna,2021-05-31,77700,77700
Massachusetts,Pfizer,2020-12-14,59475,59475
Massachusetts,Pfizer,2020-12-21,42900,42900
Massachusetts,Pfizer,2020-12-28,54600,54600
Massachusetts,Pfizer,2021-01-04,42900,42900
Massachusetts,Pfizer,2021-01-11,42900,42900
Massachusetts,Pfizer,2021-01-18,43875,43875
Massachusetts,Pfizer,2021-01-25,43875,43875
Massachusetts,Pfizer,2021-02-01,43875,43875
Massachusetts,Pfizer,2021-02-08,43875,43875
Massachusetts,Pfizer,2021-02-15,43875,43875
Massachusetts,Pfizer,2021-02-22,70200,70200
Massachusetts,Pfizer,2021-03-01,79560,79560
Massachusetts,Pfizer,2021-03-08,87750,87750
Massachusetts,Pfizer,2021-03-15,93600,93600
Massachusetts,Pfizer,2021-03-22,95940,95940
Massachusetts,Pfizer,2021-03-29,117000,117000
Massachusetts,Pfizer,2021-04-05,95940,95940
Massachusetts,Pfizer,2021-04-12,97110,97110
Massachusetts,Pfizer,2021-04-19,105300,105300
Massachusetts,Pfizer,2021-04-26,105300,105300
Massachusetts,Pfizer,2021-05-03,105300,105300
Massachusetts,Pfizer,2021-05-10,105300,105300
Massachusetts,Pfizer,2021-05-17,105300,105300
Massachusetts,Pfizer,2021-05-24,105300,105300
Massachusetts,Pfizer,2021-05-31,104580,104580
Michigan,Janssen,2021-03-01,82700,NA
Michigan,Janssen,2021-03-15,11400,NA
Michigan,Janssen,2021-03-22,11400,NA
Michigan,Janssen,2021-03-29,58100,NA
Michigan,Janssen,2021-04-05,147800,NA
Michigan,Janssen,2021-04-12,17500,NA
Michigan,Janssen,2021-05-03,22700,NA
Michigan,Janssen,2021-05-10,17500,NA
Michigan,Moderna,2020-12-21,173600,173600
Michigan,Moderna,2020-12-28,60000,60000
Michigan,Moderna,2021-01-04,59800,59800
Michigan,Moderna,2021-01-11,60000,60000
Michigan,Moderna,2021-01-18,63000,63000
Michigan,Moderna,2021-01-25,63000,63000
Michigan,Moderna,2021-02-01,83100,83100
Michigan,Moderna,2021-02-08,90900,90900
Michigan,Moderna,2021-02-15,98200,98200
Michigan,Moderna,2021-02-22,98200,98200
Michigan,Moderna,2021-03-01,98200,98200
Michigan,Moderna,2021-03-08,98200,98200
Michigan,Moderna,2021-03-15,98200,98200
Michigan,Moderna,2021-03-22,98200,98200
Michigan,Moderna,2021-03-29,98200,98200
Michigan,Moderna,2021-04-05,102600,102600
Michigan,Moderna,2021-04-12,102600,102600
Michigan,Moderna,2021-04-19,110600,110600
Michigan,Moderna,2021-04-26,110600,110600
Michigan,Moderna,2021-05-03,110600,110600
Michigan,Moderna,2021-05-10,113100,113100
Michigan,Moderna,2021-05-17,113100,113100
Michigan,Moderna,2021-05-24,113100,113100
Michigan,Moderna,2021-05-31,110600,110600
Michigan,Pfizer,2020-12-14,84825,84825
Michigan,Pfizer,2020-12-21,60450,60450
Michigan,Pfizer,2020-12-28,77025,77025
Michigan,Pfizer,2021-01-04,60450,60450
Michigan,Pfizer,2021-01-11,60450,60450
Michigan,Pfizer,2021-01-18,62400,62400
Michigan,Pfizer,2021-01-25,62400,62400
Michigan,Pfizer,2021-02-01,62400,62400
Michigan,Pfizer,2021-02-08,62400,62400
Michigan,Pfizer,2021-02-15,62400,62400
Michigan,Pfizer,2021-02-22,99450,99450
Michigan,Pfizer,2021-03-01,113490,113490
Michigan,Pfizer,2021-03-08,124020,124020
Michigan,Pfizer,2021-03-15,133380,133380
Michigan,Pfizer,2021-03-22,135720,135720
Michigan,Pfizer,2021-03-29,166140,166140
Michigan,Pfizer,2021-04-05,135720,135720
Michigan,Pfizer,2021-04-12,139230,139230
Michigan,Pfizer,2021-04-19,148590,148590
Michigan,Pfizer,2021-04-26,148590,148590
Michigan,Pfizer,2021-05-03,148590,148590
Michigan,Pfizer,2021-05-10,148590,148590
Michigan,Pfizer,2021-05-17,148590,148590
Michigan,Pfizer,2021-05-24,148590,148590
Michigan,Pfizer,2021-05-31,147870,147870
Micronesia,Janssen,2021-03-01,800,NA
Micronesia,Janssen,2021-03-15,100,NA
Micronesia,Janssen,2021-03-22,100,NA
Micronesia,Janssen,2021-03-29,600,NA
Micronesia,Janssen,2021-04-05,15900,NA
Micronesia,Janssen,2021-04-12,0,NA
Micronesia,Janssen,2021-05-03,0,NA
Micronesia,Janssen,2021-05-10,0,NA
Micronesia,Moderna,2020-12-21,9800,0
Micronesia,Moderna,2020-12-28,0,0
Micronesia,Moderna,2021-01-04,9600,0
Micronesia,Moderna,2021-01-11,0,0
Micronesia,Moderna,2021-01-18,0,0
Micronesia,Moderna,2021-01-25,0,0
Micronesia,Moderna,2021-02-01,9400,0
Micronesia,Moderna,2021-02-08,0,0
Micronesia,Moderna,2021-02-15,0,0
Micronesia,Moderna,2021-02-22,0,0
Micronesia,Moderna,2021-03-01,16600,0
Micronesia,Moderna,2021-03-08,0,0
Micronesia,Moderna,2021-03-15,0,0
Micronesia,Moderna,2021-03-22,0,0
Micronesia,Moderna,2021-03-29,22600,0
Micronesia,Moderna,2021-04-05,0,0
Micronesia,Moderna,2021-04-12,0,0
Micronesia,Moderna,2021-04-19,0,0
Micronesia,Moderna,2021-04-26,0,0
Micronesia,Moderna,2021-05-03,0,0
Micronesia,Moderna,2021-05-10,0,0
Micronesia,Moderna,2021-05-17,0,0
Micronesia,Moderna,2021-05-24,0,0
Micronesia,Moderna,2021-05-31,0,0
Micronesia,Pfizer,2020-12-14,0,0
Micronesia,Pfizer,2020-12-21,0,0
Micronesia,Pfizer,2020-12-28,0,0
Micronesia,Pfizer,2021-01-04,0,0
Micronesia,Pfizer,2021-01-11,0,0
Micronesia,Pfizer,2021-01-18,0,0
Micronesia,Pfizer,2021-01-25,0,0
Micronesia,Pfizer,2021-02-01,0,0
Micronesia,Pfizer,2021-02-08,0,0
Micronesia,Pfizer,2021-02-15,0,0
Micronesia,Pfizer,2021-02-22,0,0
Micronesia,Pfizer,2021-03-01,0,0
Micronesia,Pfizer,2021-03-08,0,0
Micronesia,Pfizer,2021-03-15,0,0
Micronesia,Pfizer,2021-03-22,0,0
Micronesia,Pfizer,2021-03-29,0,0
Micronesia,Pfizer,2021-04-05,0,0
Micronesia,Pfizer,2021-04-12,0,0
Micronesia,Pfizer,2021-04-19,0,0
Micronesia,Pfizer,2021-04-26,0,0
Micronesia,Pfizer,2021-05-03,0,0
Micronesia,Pfizer,2021-05-10,0,0
Micronesia,Pfizer,2021-05-17,0,0
Micronesia,Pfizer,2021-05-24,0,0
Micronesia,Pfizer,2021-05-31,0,0
Minnesota,Janssen,2021-03-01,45200,NA
Minnesota,Janssen,2021-03-15,6300,NA
Minnesota,Janssen,2021-03-22,6300,NA
Minnesota,Janssen,2021-03-29,31800,NA
Minnesota,Janssen,2021-04-05,80800,NA
Minnesota,Janssen,2021-04-12,9600,NA
Minnesota,Janssen,2021-05-03,12400,NA
Minnesota,Janssen,2021-05-10,9600,NA
Minnesota,Moderna,2020-12-21,94900,94900
Minnesota,Moderna,2020-12-28,32900,32900
Minnesota,Moderna,2021-01-04,32700,32700
Minnesota,Moderna,2021-01-11,32900,32900
Minnesota,Moderna,2021-01-18,34500,34500
Minnesota,Moderna,2021-01-25,34500,34500
Minnesota,Moderna,2021-02-01,45500,45500
Minnesota,Moderna,2021-02-08,49700,49700
Minnesota,Moderna,2021-02-15,53800,53800
Minnesota,Moderna,2021-02-22,53800,53800
Minnesota,Moderna,2021-03-01,53800,53800
Minnesota,Moderna,2021-03-08,53800,53800
Minnesota,Moderna,2021-03-15,53800,53800
Minnesota,Moderna,2021-03-22,53800,53800
Minnesota,Moderna,2021-03-29,53800,53800
Minnesota,Moderna,2021-04-05,56200,56200
Minnesota,Moderna,2021-04-12,56200,56200
Minnesota,Moderna,2021-04-19,60600,60600
Minnesota,Moderna,2021-04-26,60600,60600
Minnesota,Moderna,2021-05-03,60600,60600
Minnesota,Moderna,2021-05-10,62000,62000
Minnesota,Moderna,2021-05-17,62020,62020
Minnesota,Moderna,2021-05-24,62020,62020
Minnesota,Moderna,2021-05-31,60620,60620
Minnesota,Pfizer,2020-12-14,46800,46800
Minnesota,Pfizer,2020-12-21,33150,33150
Minnesota,Pfizer,2020-12-28,42900,42900
Minnesota,Pfizer,2021-01-04,33150,33150
Minnesota,Pfizer,2021-01-11,33150,33150
Minnesota,Pfizer,2021-01-18,34125,34125
Minnesota,Pfizer,2021-01-25,34125,34125
Minnesota,Pfizer,2021-02-01,34125,34125
Minnesota,Pfizer,2021-02-08,34125,34125
Minnesota,Pfizer,2021-02-15,34125,34125
Minnesota,Pfizer,2021-02-22,54990,54990
Minnesota,Pfizer,2021-03-01,62010,62010
Minnesota,Pfizer,2021-03-08,67860,67860
Minnesota,Pfizer,2021-03-15,73710,73710
Minnesota,Pfizer,2021-03-22,74880,74880
Minnesota,Pfizer,2021-03-29,91260,91260
Minnesota,Pfizer,2021-04-05,74880,74880
Minnesota,Pfizer,2021-04-12,76050,76050
Minnesota,Pfizer,2021-04-19,81900,81900
Minnesota,Pfizer,2021-04-26,81900,81900
Minnesota,Pfizer,2021-05-03,81900,81900
Minnesota,Pfizer,2021-05-10,81900,81900
Minnesota,Pfizer,2021-05-17,81900,81900
Minnesota,Pfizer,2021-05-24,81900,81900
Minnesota,Pfizer,2021-05-31,81540,81540
Mississippi,Janssen,2021-03-01,24200,NA
Mississippi,Janssen,2021-03-15,3400,NA
Mississippi,Janssen,2021-03-22,3400,NA
Mississippi,Janssen,2021-03-29,17100,NA
Mississippi,Janssen,2021-04-05,43200,NA
Mississippi,Janssen,2021-04-12,5100,NA
Mississippi,Janssen,2021-05-03,6700,NA
Mississippi,Janssen,2021-05-10,5100,NA
